"Nhood","logFC","logCPM","F","PValue","FDR","SpatialFDR","Nhood_center","Celltype","Celltype_fraction"
29207,-0.247349842571002,6.74238382091055,0.267103726349513,0.605712697176546,0.698896463790746,0.699172455123394,"445491","ILC1",0.27710843373494
29208,-0.478493145723653,6.86694912818694,0.91385825174878,0.339964800065919,0.450831446682865,0.45110748500299,"94662","Intermediate monocytes",0.198412698412698
29209,1.93005902001643,6.76334387994464,12.0881092162694,0.000592922542217113,0.00239139580015166,0.00232171910975774,"94791","cDC2",0.289473684210526
29210,-0.378846706434635,7.05955805452934,0.592472155283315,0.442150914518444,0.551929885194287,0.552220969715426,"361471","CD8 Naive",0.275675675675676
29211,0.0782235725547915,6.77665855159512,0.0250520953773685,0.874357971968465,0.911288291568937,0.910500274077996,"290146","CD14 Monocyte",0.172131147540984
29212,-0.672792594619848,6.79507366174382,1.98170974005272,0.160383378577666,0.249860764084598,0.250454856818213,"438978","ILC1",0.177570093457944
29213,-0.772267175363449,6.64370255915561,2.82225947788161,0.0941449314368717,0.163200142948462,0.163286968003388,"246827","CD4 Naive",0.328947368421053
29214,0.735377731459721,6.7785400232641,1.87418516665551,0.172156773015713,0.264370574194018,0.264963631995786,"336751","TReg KLRB1+RORC+",0.205673758865248
29215,-1.04393966430299,6.87056207284286,5.17982601384906,0.0236496233975572,0.0530224349156465,0.0529398536241493,"443314","CD4 Th17",0.279411764705882
29216,1.01346274703644,6.74556938534257,3.85181358176002,0.0507392925535935,0.0989287293990822,0.0988224745771371,"258303","CD4 Terminal effector",0.425
29217,-1.21413827586146,6.60690478268769,7.82777858143103,0.00552276373476845,0.0159154312629966,0.0157744454393438,"415731","Intermediate monocytes",0.180327868852459
29218,-0.330728290096048,6.54590903592218,0.530460560391944,0.467056955128894,0.575161026517244,0.575695697316766,"136590","CD14 Monocyte",0.203389830508475
29219,-0.294649081384088,6.73515979937136,0.339216276772886,0.560777596597808,0.66021905565204,0.660531039826423,"170188","Naive-IFN B",0.284403669724771
29220,1.391276425213,6.95918099200486,5.9945888665696,0.0149991187042666,0.0365133639549887,0.0363323975376249,"255177","TReg Memory",0.592233009708738
29221,0.377442140084037,6.65635569669153,0.609372286118375,0.435721606313455,0.54562606082676,0.546036471058725,"128968","Naive-IFN B",0.319148936170213
29222,-4.88172420568589,6.84114745718368,87.0111283515658,3.35038426728951e-14,1.03010893205261e-12,9.02718183378666e-13,"297021","CD4 Naive",0.774834437086093
29223,0.202789792284729,6.65825950461995,0.198068233671486,0.656648275910836,0.741436924196647,0.741182479534478,"426526","CD8 Tem GZMB+",0.245283018867925
29224,-0.199231267557644,6.81070377181629,0.155664743750713,0.693497278904374,0.771824233223301,0.77114877031408,"366072","ILC1",0.165217391304348
29225,2.12298379436562,7.14852336279022,12.9186859867889,0.000387877396398261,0.00166585615791097,0.00160993064571618,"284643","TReg Cytotoxic",0.303030303030303
29226,-3.17584366699103,6.76554640773533,50.352159866508,1.17627222936586e-11,2.25448260304683e-10,1.96829218658823e-10,"399477","NK CD56dim CD57-",0.746031746031746
29227,-0.0468968190306264,6.88367204446772,0.006178383738998,0.937408015406493,0.955881994540827,0.956190772719604,"139827","Naive B",0.294964028776978
29228,1.78246809395266,6.6622013791754,11.4395900979836,0.000827596057175707,0.00318672235924627,0.00310296641516881,"86744","CD14 Monocyte",0.197368421052632
29229,-0.605279072244942,6.71062046606243,1.61077708236882,0.20549713305018,0.303987451030049,0.304596125088565,"263456","CD4 Terminal effector",0.188118811881188
29230,-1.38063986338,6.62800564010834,9.37818851984139,0.00242202715734597,0.00794018985034285,0.00781556056036329,"81436","CD14 Monocyte",0.517241379310345
29231,-0.375364841200163,6.6657408700449,0.605090483559299,0.437336877570995,0.54716662849381,0.547546777036048,"119640","Atypical memory B",0.208955223880597
29232,-1.99176251418412,6.55329956076541,20.8475089514129,7.62439124940375e-06,5.29033483961792e-05,4.93181451433689e-05,"371627","CD4 Terminal effector",0.236111111111111
29233,0.014621706149238,6.61640001573925,0.00200460114622894,0.964322176695213,0.975302623737369,0.975794379418768,"378253","NK CD56dim CD57low",0.288888888888889
29234,2.52076556910464,6.72041260288942,20.6619474621325,8.34100131013388e-06,5.72852266459902e-05,5.34149451322695e-05,"318158","CD4 Terminal effector",0.206666666666667
29235,2.0633519086546,6.64492577737635,14.3669170048558,0.000187122207333212,0.000886318506058841,0.000849985421655511,"43054","CD16 Monocyte",0.831932773109244
29236,1.62246278009815,6.49126002588459,11.8027694191484,0.000686459052918243,0.00271912050371899,0.00264265593787602,"40223","CD14 Monocyte",0.661538461538462
29237,-3.4100489095886,6.84014037232564,52.2205478953375,5.30005100692672e-12,1.05865828832267e-10,9.23830362778014e-11,"422957","NK CD56dim CD57int",0.560606060606061
29238,0.94314328792588,6.78642345648977,3.03084904681231,0.0828568907066395,0.147401444355532,0.147290585769911,"169087","Naive-IFN B",0.496774193548387
29239,0.255452819276654,6.60598211653056,0.325158205464472,0.569007680696634,0.667402143302883,0.667483510534899,"227040","CD4 Naive",0.849315068493151
29240,1.32069183698898,6.78532745177274,5.66924976811874,0.0179723493506643,0.0423597676249593,0.0422833883986368,"185024","Naive-IFN B",0.404580152671756
29241,1.38278098176305,6.56597017923194,8.18287748180646,0.0045659458843069,0.0135866544805537,0.013472962253373,"117304","cDC2",0.241935483870968
29242,0.3109590796689,6.62848585996824,0.408024706538187,0.523525968323051,0.626777376927419,0.627295141793931,"129885","IgA Plasma B Cell",0.291139240506329
29243,0.590471574673871,6.84004444264496,1.29370621899964,0.256394340393362,0.360925498394369,0.361275714110692,"464056","CD14 Monocyte",0.606060606060606
29244,2.11987447204913,6.7721871686323,15.4481104431746,0.000108309164752945,0.000552367072189749,0.000526317947643597,"337205","TReg KLRB1+RORC+",0.175182481751825
29245,-0.902328495710935,6.99247025078768,3.53104722401375,0.0613281529475849,0.115348392566628,0.115252884378515,"291755","ILC1",0.136904761904762
29246,-0.33572333253734,6.68244156516072,0.516521013197016,0.472963272098562,0.580701193961792,0.581287026252982,"330580","CD4 Terminal effector",0.118279569892473
29247,-0.460558190089799,6.70385031238983,0.938371286789191,0.333581104000803,0.444269221533956,0.444671157674423,"460343","CD14 Monocyte",0.670454545454545
29248,-0.391440147394419,6.72003617576343,0.638891180803356,0.424829078421013,0.535053222734461,0.535440933781908,"35905","CD14 Monocyte",0.656862745098039
29249,-1.56229944656883,6.59724721745773,12.8353746059299,0.00040469162734235,0.0017265312911667,0.00167031999726148,"269159","CD4 Naive",0.627118644067797
29250,2.03326898361617,6.85022828736941,12.0860111328178,0.000593560724133233,0.00239291931607615,0.00232368481399037,"329229","TReg KLRB1+RORC+",0.252808988764045
29251,1.2450297728179,6.69994687222155,5.70523750955124,0.0176153195460942,0.0416697341874373,0.0415809420380381,"329664","TReg KLRB1+RORC+",0.309352517985612
29252,-0.788160350977806,6.78953044592529,2.85356431978043,0.0923487898420541,0.160747387725887,0.160829378197915,"329251","CD4 Naive",0.330769230769231
29253,0.486718157269628,6.79496445512756,0.939681735467278,0.333244386197466,0.443944045508557,0.444336665467092,"454896","CD14 Monocyte",0.247706422018349
29254,0.347610040747235,6.74741331635544,0.416339899545479,0.519342431211361,0.623266144184504,0.623928640214566,"36966","CD14 Monocyte",0.950980392156863
29255,-4.32135754796377,6.91373888394355,87.606447912987,3.57725449384473e-18,1.97500477961606e-16,1.77091394048352e-16,"50688","CD14 Monocyte",0.973509933774834
29256,-1.62102920162366,6.7050922805818,11.8588852173633,0.000666946580822077,0.00264866562334133,0.00257450311759171,"49033","CD14 Monocyte",0.976470588235294
29257,-2.50523372913489,6.78423591109549,27.0703168706579,3.93519020306834e-07,3.94042753867264e-06,3.65262306536261e-06,"406196","NK CD56dim CD57int",0.598214285714286
29258,-0.143184755506668,6.55757680480668,0.0980970318285399,0.754371914995837,0.82072088095226,0.820004682727728,"88710","ILC1",0.315789473684211
29259,-0.504545627234655,6.98731340552336,1.02898315874756,0.311323685804865,0.421338923110133,0.421738590877742,"321623","CD4 Tfh",0.157575757575758
29260,1.62136656426352,6.79302977125249,8.71837654242748,0.00343295488313211,0.0106721147063649,0.0105394083176106,"181038","cDC2",0.204918032786885
29261,-2.26833516301355,6.75579135640021,22.1600147938045,4.04907241142314e-06,2.99070178053354e-05,2.78269423072142e-05,"56182","CD14 Monocyte",0.513513513513513
29262,-0.463946347812397,7.04561933291315,0.871732731809606,0.351326744045343,0.462207998894736,0.462616651021871,"461275","Platelets",1
29263,2.2586940276199,6.85056799431956,15.7937125889674,9.11461888137122e-05,0.00047583270897564,0.000453230627176294,"295324","CD4 Naive",0.2
29264,-0.37027644041459,6.71277594539695,0.515600427432658,0.47337597326518,0.580996529719059,0.581515408633888,"434371","NK CD56dim CD57low",0.601941747572815
29265,0.446929482722351,6.84909046942846,0.844567637200231,0.358930147550402,0.470003367971077,0.470370038382606,"255906","CD4 Temra",0.581081081081081
29266,-1.02117079226748,6.62917865403112,4.76283593502543,0.0299626055512197,0.0643474079367466,0.0643202301514657,"57660","CD14 Monocyte",0.939024390243902
29267,0.609638161303263,6.84387515220171,1.3749523191242,0.242016746342945,0.34472046378578,0.34509184416328,"206268","TReg Cytotoxic",0.225563909774436
29268,-0.369692002188994,6.70691047074162,0.573298604507952,0.449624391234033,0.559094481691655,0.559587633604358,"86037","ILC1",0.263736263736264
29269,0.331010212142128,6.67485878046912,0.436641974963278,0.509322231725738,0.614160565461434,0.614938349589869,"333201","CD4 Th17",0.275862068965517
29270,-1.34721843174741,6.73029304849984,8.51809335108872,0.0038185107995049,0.0116888773743759,0.0115654839618845,"296188","CD4 Th17",0.345238095238095
29271,-1.13209092172422,6.62909633535605,5.33206604869816,0.0218237832771199,0.0496771789449517,0.0495456751693163,"309960","CD4 Terminal effector",0.26
29272,-0.248972838251189,6.71326363162463,0.265874641259243,0.606542902968159,0.699616900445616,0.699890158626843,"366891","CD4 Naive",0.202247191011236
29273,-2.61663308625699,6.66230160986887,32.8537305095428,2.70015221082189e-08,3.58503600281823e-07,3.21437472369324e-07,"476141","Platelets",0.67032967032967
29274,1.46820996594779,6.62399797787936,8.39331691484372,0.00408086896004419,0.0123725523756207,0.0122554824835736,"421715","CD8 Tem GZMB+",0.230769230769231
29275,-0.0815121217775322,7.07083697511038,0.0222944623289241,0.881420087806111,0.916060947703367,0.915217739084007,"315090","Platelets",0.191709844559585
29276,3.75838466223405,7.02026632446021,31.9150626524616,4.44312965732892e-08,5.66403083326804e-07,5.09559158101344e-07,"69644","CD14 Monocyte",0.900990099009901
29277,0.196947558264011,6.79022760493518,0.14520520981465,0.703465784370227,0.779648041062877,0.778845619293646,"400438","NK CD56dim CD57+",0.308333333333333
29278,-0.510009597793683,6.87169426750946,0.993840565820665,0.319717744107103,0.430224684922533,0.430700752781047,"476385","Platelets",0.507575757575758
29279,-0.780378399674426,6.95793497610836,2.70286790839956,0.101354749102761,0.17326397032086,0.173369119325263,"318086","CD4 Tfh",0.209944751381215
29280,0.437036353388338,6.65351724348169,0.70153895950203,0.403046684458196,0.513848700180929,0.514334609176337,"303381","CD4 Terminal effector",0.297872340425532
29281,-0.792433635822395,6.77802980179638,2.62663810252375,0.106274321708451,0.179966106106843,0.180152976417053,"370679","CD4 Terminal effector",0.333333333333333
29282,0.441765549684901,6.66497359994047,0.726389019363569,0.394848800178619,0.505361684845022,0.505776581832056,"99037","CD14 Monocyte",0.644444444444444
29283,3.02662648959786,6.99204641205117,19.5578065494045,1.60973684019421e-05,0.000103497339636548,9.69638311249754e-05,"26559","CD14 Monocyte",0.969230769230769
29284,-1.22493441951136,6.76691013351553,6.52005172139829,0.0112275694109688,0.0287457840707469,0.028507871096058,"458994","Intermediate monocytes",0.268041237113402
29285,0.704571095210301,6.82217128374939,1.61642595544227,0.204712027948231,0.303036349847674,0.303639533757046,"380240","NK CD56dim CD57low",0.254385964912281
29286,1.97091691937281,6.52708846982935,16.941581404004,5.15346080326946e-05,0.000289479497119386,0.000273704812411617,"30531","CD14 Monocyte",0.554054054054054
29287,0.36044808195564,6.70400942136535,0.554095015350496,0.45730943009142,0.566411237638408,0.566880012090809,"468041","Platelets",1
29288,0.512559267600108,6.65645054833241,0.995745228064135,0.319253326988409,0.42975160181976,0.430234635741884,"37502","CD14 Monocyte",0.775
29289,0.653881196556241,6.65251784828047,1.8600476987372,0.173777636124283,0.266390542755978,0.267038714163354,"107292","CD14 Monocyte",0.5875
29290,-0.819701438281168,6.68877757577143,2.8555206896224,0.0922377916994206,0.160616250235611,0.160681174999057,"118400","Naive B",0.4375
29291,0.124139464066131,6.86281069356147,0.0616558580418306,0.804090154444434,0.858670358348752,0.858201613894772,"313447","CD4 Temra",0.178294573643411
29292,0.0975738247819078,6.61761122640928,0.0483112338721809,0.826197714367971,0.87552975713195,0.874813915922092,"21293","CD14 Monocyte",0.616438356164384
29293,-1.93061035240598,6.78772959790108,16.873926705333,5.32898100651917e-05,0.000298334301431496,0.000282272252194934,"55259","CD14 Monocyte",0.974789915966387
29294,-0.108311396004749,6.73998617004746,0.0424782447087203,0.836869229227219,0.883567927652577,0.882956393912951,"126386","Naive-IFN B",0.305084745762712
29295,-1.64916176045922,6.70551156992385,12.3574934807983,0.000516513807932627,0.00212469461022543,0.00205841036298887,"261093","CD4 Temra",0.474226804123711
29296,-0.68447789100687,6.72548719714358,1.97365548103996,0.161232519489545,0.250949296448032,0.251538904105827,"363140","CD8 Naive",0.290697674418605
29297,-3.37370064423255,6.79735723280311,50.9584694304416,9.07621032772719e-12,1.7624659235082e-10,1.54080238828703e-10,"50554","CD14 Monocyte",0.870967741935484
29298,-0.976326496404441,6.67683833698589,4.19493281672322,0.0415312523780854,0.0839928153164768,0.0839849525598846,"332054","CD4 Tfh",0.21505376344086
29299,2.70345527727185,6.64485388505458,27.703501084102,2.92497379465456e-07,3.0448770882987e-06,2.81724532442793e-06,"329157","CD4 Th17",0.388429752066116
29300,-2.21628481131515,7.03125362304727,19.855036577637,1.23402835630322e-05,8.14148935001908e-05,7.61332607582487e-05,"104677","CD14 Monocyte",0.961783439490446
29301,1.99492302095507,6.71975456953395,13.7508819363934,0.000254251834458688,0.00115317933097096,0.00110773851282586,"295653","TReg Cytotoxic",0.415094339622642
29302,0.610190883965384,6.5674339908875,1.67452075565544,0.196781717180548,0.293562119277431,0.294095356143707,"264303","CD4 Terminal effector",0.404761904761905
29303,0.283278073908893,6.90686841859703,0.273040689722758,0.601765382313002,0.695278371295184,0.695506576090892,"127909","Naive-IFN B",0.527777777777778
29304,-1.00727268646016,7.03008544978576,4.2454839862476,0.0403318379857983,0.0820558300823472,0.0820422032492038,"187857","Naive-IFN B",0.279329608938547
29305,0.592046046843878,6.89329687664752,0.982095204020385,0.322884159127229,0.433498532885616,0.434019053611369,"26126","CD14 Monocyte",0.984375
29306,-0.106020542100776,6.78864756241689,0.0411460443763228,0.839420941131475,0.885482362396037,0.884899074648943,"38007","CD14 Monocyte",0.903225806451613
29307,2.10474443353515,6.9923276622892,9.81016247147364,0.002018734759966,0.00679631735245353,0.00667802546494376,"48056","CD14 Monocyte",0.96
29308,2.91802301531575,6.61248358230101,34.8902957574317,1.24063552392055e-08,1.72604879218112e-07,1.5411985936696e-07,"94066","cDC2",0.269230769230769
29309,0.976054941907743,6.79750980594917,3.40273455256512,0.066205344259371,0.12276447419786,0.122582685546271,"457960","CD4 Naive",0.194444444444444
29310,0.515706103022912,6.93242425386071,0.90053413194085,0.343503895169187,0.454274464304844,0.454684870421719,"57093","CD14 Monocyte",0.934426229508197
29311,-0.406204356978707,6.75011219032333,0.713321388616764,0.399105894917926,0.509756084611402,0.51023274387823,"348108","NK CD56bright",0.454545454545455
29312,-0.524927728104388,6.78818274206529,1.23554328324286,0.26734002710867,0.37303553511716,0.373640820532352,"298584","CD4 Naive",0.217054263565891
29313,-0.13305111411814,6.73672131524189,0.0774175322343649,0.781045249188176,0.84120153974793,0.840900072666253,"308397","CD4 Tfh",0.252336448598131
29314,-1.88281625618124,6.9879277815338,15.7108444483516,9.49923201769753e-05,0.000493695017948086,0.000470207894469051,"232912","CD4 Naive",0.737588652482269
29315,-0.425005385534091,6.85994205824285,0.679976174486834,0.410337191774715,0.52137648218774,0.521819609781009,"407882","NK CD56dim CD57int",0.553846153846154
29316,1.79052418612691,6.57148551655716,13.4758210540276,0.000292254377883175,0.00130441930135574,0.00125503297597528,"229832","TReg Cytotoxic",0.338461538461538
29317,-0.525058265754639,6.72969110038259,1.05827120082801,0.304553238919868,0.413927894962959,0.414313629815015,"35119","CD14 Monocyte",0.94392523364486
29318,1.21638907992989,6.74606490917144,5.16508521321279,0.023847146904654,0.0533768228360543,0.0533048567430464,"418096","NK CD56dim CD57+",0.222222222222222
29319,-0.733441687088397,6.6769964492466,2.65146804707527,0.104643606468593,0.17778524789933,0.17795406484253,"235380","CD4 Naive",0.740740740740741
29320,1.04265281334752,6.76996043297279,4.07418647375296,0.0445514287584411,0.0890355662963616,0.0890104302503776,"202370","CD4 Naive",0.411214953271028
29321,0.480751536443015,7.08366304556207,0.821188450542744,0.365656854431009,0.47676974781826,0.47720762351838,"109695","CD14 Monocyte",0.954081632653061
29322,0.496583762631521,6.63259747372674,0.996648405556819,0.319034364557973,0.429562341303039,0.430046003055237,"326996","CD4 Th17",0.267441860465116
29323,0.929177849795104,6.69112216952028,3.17629106024011,0.0758600492595829,0.137277209495353,0.137145786406353,"86681","cDC2",0.222222222222222
29324,1.01662976729732,6.74397212143049,3.75759270980018,0.0536310138011061,0.103405639443357,0.103177056200994,"434171","NK CD56dim CD57+",0.350877192982456
29325,1.87066341393629,6.746554043327,12.4889805355655,0.000482932335078946,0.00200591000533819,0.0019419320652574,"106552","CD14 Monocyte",0.903846153846154
29326,-0.248063785460467,6.78713704142179,0.263442620480252,0.608192840425199,0.700915076736907,0.701155461611289,"447920","CD14 Monocyte",0.580952380952381
29327,-1.31179906965087,6.66241084239514,7.83901432071826,0.00548953812525433,0.0158422884630065,0.015705433444998,"120141","CD14 Monocyte",0.222222222222222
29328,0.954564455796564,6.51910248448565,4.12238144028197,0.0433189803509284,0.0869802509181306,0.0869505088111062,"43715","CD16 Monocyte",0.92
29329,3.34602191401571,6.97857971025772,26.6496286098695,4.93851707041117e-07,4.81269225667367e-06,4.47883552309858e-06,"71141","CD14 Monocyte",1
29330,-0.838187735448626,6.69053114231609,3.01685218194776,0.0835662836348087,0.148456959551426,0.148374523309163,"149218","CD14 Monocyte",0.344827586206897
29331,1.41264220861567,6.77011023605813,7.08918747066658,0.00822980896948864,0.0221946865313641,0.02196985920118,"136442","CD14 Monocyte",0.315789473684211
29332,0.398173082182484,6.80522481837022,0.606595026243048,0.436768258309956,0.546640217772429,0.547041002079649,"286260","ILC1",0.308333333333333
29333,0.928596668799333,6.60464881984295,3.63446177225945,0.0576774896019075,0.109768026659795,0.109573300912294,"214875","TReg Cytotoxic",0.271186440677966
29334,1.81914485289568,6.77075181421577,10.1580826386828,0.00160948437975416,0.00562710935175826,0.00551632379764325,"44227","CD16 Monocyte",0.92948717948718
29335,-0.948010119859445,6.9455626333728,3.48596944404615,0.0629961680400184,0.117924966526663,0.117846225799998,"127257","Naive-IFN B",0.366013071895425
29336,0.562307650180492,6.75648315233365,1.32782823540544,0.250231303145968,0.354172826743413,0.354460920470697,"456522","CD4 Naive",0.2
29337,-1.73563355193937,6.86390724288496,12.4464935564173,0.000493533534769804,0.00204220589481852,0.00197759240974432,"168915","Naive-IFN B",0.285714285714286
29338,-1.41743056311723,6.62138209681721,10.2759168710168,0.00151312823915176,0.00534477065861108,0.00523580811543751,"85918","CD14 Monocyte",0.5
29339,-0.36535200587448,6.68963570570051,0.6157732857342,0.433323852711648,0.543350529472849,0.543670660745217,"386837","NK CD56bright",0.766233766233766
29340,-0.279845111008087,6.70118585739424,0.290302792862343,0.590497601200466,0.685546078958672,0.685647089839122,"57029","CD14 Monocyte",0.96039603960396
29341,1.18490387297271,6.8814644261074,4.72930337767335,0.0305382984672653,0.0653533212764884,0.0653481764477659,"291536","cDC2",0.21830985915493
29342,-1.15953659209093,6.76900140554999,6.3108041538756,0.0125957164593152,0.0316116316476148,0.031383531404899,"451556","CD4 Th17",0.225
29343,-0.359624852624202,6.78272771995298,0.511884859776192,0.474954501611122,0.582339060583806,0.582918148182945,"421527","NK CD56dim CD57int",0.738461538461539
29344,2.10565356447877,6.61991354735473,15.740101778703,9.36755414458928e-05,0.000487577889422186,0.00046437833831163,"346585","CD8 HLA-DR+",0.204081632653061
29345,1.00747994687342,6.66401303301074,3.8718437639477,0.0501462053698514,0.0979964372929242,0.0978781747854994,"136824","Naive B",0.273684210526316
29346,-1.98641416265618,6.73214671091805,18.9623601823513,1.90724230988877e-05,0.000120307076562127,0.000112971104789733,"399689","NK CD56dim CD57-",0.388888888888889
29347,-4.06471194337863,6.76009134575898,91.2529758452643,9.01996930455041e-19,5.45001059205389e-17,4.90047944868e-17,"252455","CD4 Terminal effector",0.285714285714286
29348,3.50663691444534,7.37114508940157,18.9186390441822,1.98735803860258e-05,0.000124582446167652,0.000117013960519162,"46410","CD14 Monocyte",0.975609756097561
29349,1.66037282478819,6.53150039331112,12.2962117794728,0.000532966694297105,0.00217929081701558,0.00211219874721936,"124420","TReg Cytotoxic",0.25
29350,0.244918948763701,6.61506906129852,0.29855207255292,0.585251709246827,0.681228373593508,0.681302958598808,"299420","CD4 Th17",0.382978723404255
29351,1.16246537717964,6.83724957374996,4.14405453523965,0.0428097905096054,0.0861562190099689,0.0861494647697261,"401653","NK CD56dim CD57int",0.683453237410072
29352,-0.895657469554217,6.60887885137941,4.0385911088799,0.0454854940377187,0.0905131369837976,0.0904617040221913,"100709","ILC1",0.305084745762712
29353,0.840644676908894,6.72184077011817,2.6049089628111,0.107724401279926,0.181859870716355,0.182002290924876,"472979","TReg KLRB1+RORC+",0.330578512396694
29354,-2.39381601873211,6.73220670131334,29.4277631732421,1.30952698257563e-07,1.49502707076494e-06,1.37203405656469e-06,"423373","NK CD56dim CD57int",0.525252525252525
29355,-1.82686430537669,6.80442598053274,13.451436014065,0.000297252211572478,0.00132287921714771,0.001272894147868,"51591","CD16 Monocyte",0.958333333333333
29356,1.98345565740603,7.05147092638053,12.3164583645222,0.000527472784975043,0.00216027945696204,0.00209403898546701,"480198","Platelets",0.972067039106145
29357,-0.201667204386791,7.0460357618853,0.149339648158649,0.69947759331527,0.776498039435852,0.775832338280884,"444912","CD14 Monocyte",0.359116022099448
29358,0.0980447364556794,6.53464184783661,0.0298671428139919,0.862924156582381,0.903129848355634,0.902338365886464,"100518","pDC",0.214285714285714
29359,1.21817370560165,6.61050404485058,6.11162860581999,0.0140585186827227,0.0345944635628964,0.034399036510016,"123522","CD14 Monocyte",0.217391304347826
29360,0.343031103302754,6.77990739143129,0.434272478687416,0.51047262493809,0.615257729975483,0.615925091996713,"115943","CD14 Monocyte",0.254716981132075
29361,0.24164329420814,6.75815568375226,0.252804389343645,0.615525273262931,0.707135337136883,0.707442098350798,"254851","CD4 Terminal effector",0.3203125
29362,-2.17301170812116,6.77803914666895,20.9329588574521,7.31565180384924e-06,5.09916213198e-05,4.75347260852277e-05,"41590","CD14 Monocyte",0.921052631578947
29363,-0.247164075807619,6.72336270495182,0.240530059407079,0.624229727141746,0.714461412681758,0.714987391448278,"357626","CD4 Terminal effector",0.326923076923077
29364,-1.88284138981661,6.75844177373034,15.3472500344512,0.000113910787561431,0.00057769902584188,0.000550680235748719,"50247","CD14 Monocyte",0.954954954954955
29365,-1.08579103855116,6.80054524654512,5.64237173922616,0.0182439024685626,0.0429128168712814,0.0428224623118356,"277046","ILC1",0.266666666666667
29366,1.91780915904598,6.7915660330209,12.569976068515,0.000463359208067391,0.0019349501679333,0.00187338492382515,"331105","TReg Memory",0.342657342657343
29367,1.10554954674458,6.83105872078017,4.05031542112987,0.0451755630960137,0.0900296837829615,0.0900045391689196,"300779","CD4 Th17",0.455621301775148
29368,2.06978471163477,6.74376252277894,15.0231354007247,0.000133980668908267,0.000664999290220947,0.00063553933274384,"210149","TReg Cytotoxic",0.289719626168224
29369,-3.32993725004929,6.81868308286211,57.2628874224178,6.32421678552386e-13,1.39784863062982e-11,1.21676536780677e-11,"269765","CD4 Naive",0.568627450980392
29370,0.182133003274685,6.65708736793509,0.165071432414569,0.684857841111789,0.764615006830766,0.76400483676251,"426517","NK CD56dim CD57+",0.265486725663717
29371,-3.2397999774402,6.70001971629264,60.2145356262452,1.85287062462074e-13,4.44353117108265e-12,3.84854166121972e-12,"281629","CD4 Naive",0.626666666666667
29372,3.08078435416181,6.74327146607362,30.7769871231887,7.01227813897594e-08,8.6217246328575e-07,7.78101671103219e-07,"144118","Switched memory B",0.317460317460317
29373,-0.287324753720208,6.75242235343855,0.31397602039956,0.57573676800148,0.672990785504928,0.673069387470712,"48625","CD14 Monocyte",0.907407407407407
29374,0.931176205018708,6.56457358648041,3.94156787423089,0.0481384929827635,0.0947193535840019,0.0946556556062566,"417594","NK CD56dim CD57int",0.556818181818182
29375,0.426708326912927,6.77415524966097,0.698361272446726,0.404088376808233,0.51503846068472,0.515560769893096,"311531","CD4 Terminal effector",0.341463414634146
29376,0.607672725500086,7.00699220706382,1.28546575401529,0.257910770980235,0.362607488676195,0.362966789662015,"114545","CD14 Monocyte",0.412121212121212
29377,-1.53505778258191,6.82655935945661,9.72151355618367,0.00202213599145791,0.00680626141475714,0.00668834727731658,"54021","CD14 Monocyte",0.879310344827586
29378,-1.4115458721891,6.87157872319244,8.4232757999345,0.00401623781183847,0.0122045664906988,0.0120859351611244,"423393","NK CD56dim CD57low",0.330645161290323
29379,-1.31026960830272,6.73895863673121,8.06241942156538,0.00486983197155691,0.0143286805138111,0.0142148008056211,"465937","CD14 Monocyte",0.387096774193548
29380,0.265369928637871,7.00332572279114,0.240937578138989,0.623941573239234,0.714302058858569,0.714800425113504,"407685","NK CD56dim CD57int",0.770642201834862
29381,0.757425336134052,6.67860020227929,2.03326110354065,0.155117209820073,0.243375959192264,0.243929712786117,"369397","CD8 Tem GZMK+",0.192307692307692
29382,1.61583340838198,6.84565414064959,6.90554032074625,0.00918293940179478,0.0243263200765221,0.0240881809266515,"45200","CD14 Monocyte",0.978260869565217
29383,1.66989375633041,6.67134661358498,9.66079386563489,0.00208760664826487,0.00698679064113137,0.00686617707278499,"322622","TReg KLRB1+RORC+",0.247863247863248
29384,0.603164360367523,6.71160870544633,1.49785826644315,0.222089182965443,0.322855996952719,0.323447655854094,"106993","ILC1",0.347826086956522
29385,1.24303055336694,6.70402485877011,6.19049059364654,0.0134593657394898,0.0333534485407303,0.0331408129511621,"208202","ILC1",0.223404255319149
29386,4.51845976666511,7.23827065411601,27.9374811555316,6.27585714717263e-07,5.93861688271667e-06,5.51716064080701e-06,"68501","CD14 Monocyte",0.925373134328358
29387,0.202071826632128,6.83371869430207,0.162555307344237,0.687140106778391,0.766469519725985,0.765811942678571,"110899","CD14 Monocyte",0.51219512195122
29388,-1.30090676535786,6.86827516757159,6.29283754449942,0.0127629039130915,0.0319434730969431,0.0317120790044892,"53247","CD16 Monocyte",0.935064935064935
29389,-0.236060467027102,6.79568425945189,0.232918515905478,0.629766959083474,0.719125910989852,0.719607665597015,"295302","TReg Cytotoxic",0.136
29390,2.87721769838441,6.88644889270429,24.5272312090457,1.3070202662457e-06,1.1036900228018e-05,1.02601223495602e-05,"205226","TReg Cytotoxic",0.467105263157895
29391,-1.65776661117033,6.77719449781803,12.3853629519892,0.000509203119236118,0.00209934811305567,0.00203320399135379,"446016","CD4 Th17",0.425531914893617
29392,0.879596864108025,6.79988208082116,2.78388371093938,0.0963991042925645,0.166311318322467,0.166486780593468,"401549","NK CD56dim CD57int",0.610738255033557
